"headline","text","keywords","ratingName"
"Gov. Scott Walker says he has generated $2 billion in tax cuts","'Once our Blueprint for Prosperity is signed into law, we will have delivered $2 billion' in tax relief.","Job Accomplishments,Taxes","TRUE"
"Three-Peat","Former Los Angeles Lakers coach Pat Riley obtained a trademark for the term “three-peat.”","ASP Article","TRUE"
"Letter Exchange Between Law Firm and Cleveland Browns","A lawyer received a caustic response after complaining to the Cleveland Browns about fans' throwing paper airplanes during the team's home NFL games.","cleveland browns, Consumer Relations, football, nfl","TRUE"
"Free USPS Military Shipping Kits","The USPS provides free Priority Mail shipping supplies for customers sending packages to U.S. military personnel overseas.","ASP Article, something for nothing","TRUE"
"Racist Protesters Protected by Black Policeman?","A photograph shows a black police officer protecting participants in a white supremacist protest in Charlottesville.","KKK","TRUE"
"The odd reality of Iran's centrifuges: Enough for a bomb, not power","The potential Iran nuclear agreement would limit Iran to the number of centrifuges needed for a weapon but too few for a nuclear power program.","Foreign Policy,Nuclear","TRUE"
"Kotex Origin","Kotex were first manufactured as bandages during World War I.","ASP Article, Product Origins","TRUE"
"A Texas Plumber’s Truck Lands in Syria","A photograph shows a Texas plumbing company's truck in the hands of a militant group in Syria.","ISIS, Syria, truck, true","TRUE"
"Heard the one about Ted Strickland and 89 cents?","'As governor, Ted Strickland left only 89 cents in Ohio’s rainy day fund.'","Economy,Job Accomplishments","TRUE"
"Media Quiet About San Antonio Theater Shooting","An off-duty sheriff’s officer apprehended  a gunman by shooting him in a San Antonio movie theater.","ASP Article","TRUE"
"Did Donald Trump Cut Funding for Obamacare Enrollment Publicity?","The Trump administration announced it would be spending 90 percent less on advertising a shortened open enrollment period for Obamacare in 2018.","affordable care act, donald trump, Health Care, obamacare, trump","TRUE"
"Pat Roberts claims Jon Corzine is the first former Senator to be “subpoenaed to testify before his former colleagues.""""","Says with Jon Corzine, 'it's the first time, I think, in history where a former Senator has been subpoenaed to testify before his former colleagues.'","History","TRUE"
"Capt. Mark Kelly claims near-unanimous support in New Jersey for expanding background checks for guns","'Polls show that 96 percent of New Jerseyans – and 95 percent of gun households in the state – support expanding background checks to keep guns away from those who shouldn’t have them.'","Guns","TRUE"
"Sushi Fanatic Pulls 5-Foot-Long Tapeworm Out of His Body","A Fresno man turned up at a local emergency room carrying a 5-foot-long tapeworm he pulled out of his own intestine.","Emergency Room, sushi, tapeworms","TRUE"
"Cornfield of Dreams","Photograph shows a USA-shaped maze carved in a cornfield by a farmer.","ASP Article, Patriotic Displays","TRUE"
"Gwen Graham accurately says parts of Florida's infrastructure not prepared for climate change","Florida’s coastal and stormwater infrastructure are 'two of the most critical areas during a storm, and received D-plus and D ratings, respectively, by the American Society of Civil Engineers in 2016.'","Environment","TRUE"
"The Origin of Graham Crackers","Graham crackers were named for a man who believed unhealthy diet led to sexual excess.","Food Origins, Product Origins","TRUE"
"Few """"guarantees"""" in McCain's plan","John McCain's health care plan 'won't guarantee coverage of cancer screenings or maternity care.'","Health Care","TRUE"
"Can suspected terrorists buy guns?","'We can prevent terror suspects from boarding an airplane, but the FBI doesn't have the power to block them from buying dynamite or an AK-47.'","Civil Rights,Guns,Terrorism","TRUE"
"Cell Phone Guns","Police have discovered guns disguised as cell phones.","ASP Article","TRUE"
"Lee Leffingwell says polls show 90 percent of Americans and 74 percent of NRA members support criminal background checks before all gun buys","Says 90 percent of Americans and 74 percent of National Rifle Association members support background checks of gun purchasers.","Guns,Regulation","TRUE"
"Did Billy Graham Warn Against Mixing Religion and Politics?","Rev. Billy Graham once said, 'The hard right has no interest in religion except to manipulate it.'","billy graham","TRUE"
"Has the Trump Administration Launched an Immigrant ‘Denaturalization’ Task Force?","A new U.S. Citizenship and Immigration Services task force is charged with identifying naturalized citizens who cheated on their applications and seeking the revocation of their citizenship, a process known as 'denaturalization.'","donald trump, immigration, USCIS","TRUE"
"Jena 6","Six black students in Jena, Louisiana, were charged with attempted murder for a beating administered to a white student.","ASP Article","TRUE"
"U.S. Highway Numbering","U.S. Interstate highways are numbered according to a pattern based on their direction and location.","ASP Article, I Fought The Law","TRUE"
"Kevin Tillman Essay","Pat Tillman’s brother Kevin wrote an essay about U.S. policy in Iraq.","ASP Article","TRUE"
"Pro-Perry super PAC says Gingrich teamed with Pelosi on global warming","Says Newt Gingrich aligned with Nancy Pelosi on global warming.","Climate Change,Environment,Message Machine 2012","TRUE"
"Paul Krugman says poorest 40 percent of Texans pay more in Texas than national average","Says taxes paid by the poorest residents of Texas are above the national average.","Income,Taxes","TRUE"
"Catherine McKenna: Andrew Scheer has “no climate plan.” - FactsCanada","Catherine McKenna: Andrew Scheer has “no climate plan.” - FactsCanada","Catherine McKenna, Climate Change, LPC","TRUE"
"Man Burns to Death Rescuing Dog from Hot Springs","A man was burned to death attempting to rescue his dog from a boiling hot spring.","freakish fatalities","TRUE"
"How Florida’s red flag gun law works","Florida’s red flag gun law has been used 'about five times a day.'","Guns","TRUE"
"A military victory for Paul","'I get the most money from active duty officers and military personnel.'","Ethics","TRUE"
"Mike Polensek says utility First Energy will have its name on a stadium powered by the city's electric company","'It is ironic that (First Energy Corp. is) going to have a name on our (football stadium) where we (Cleveland Public Power) supply the electricity.'","City Budget,Energy,Infrastructure","TRUE"
"Conservative group says Senate hopeful Leah Vukmir cost taxpayers $15,000 in open records fight","Says Leah Vukmir 'claimed the open records law didn't apply to her, got sued, lost and cost taxpayers $15,000 in legal fees.'","Elections,Transparency","TRUE"
"Brown speaks the truth about California's job growth","'Two million new jobs have been created,' in California since 2011.","Economy,Jobs","TRUE"
"Pregnant Woman Accused of Shoplifting a Basketball","A pregnant woman was detained by security at a sporting goods store on suspicion that she was trying to shoplift a basketball.","ASP Article, Gallery Of The Gruesome","TRUE"
"Driverless Uber Runs Red Light?","A video shows a driverless Uber running a red light in San Francisco.","california, disruption, driverless vehicle, san francisco, uber","TRUE"
"Tom Perez says union members earn median $200 a week more than nonunion workers","'If you are a member of  union, your median weekly income is roughly $200 more than if you are a nonunion member, and that doesn’t include benefits.'","Unions,Workers","TRUE"
"Closed Captioning Faux Pas","Television news coverage of the 2007 Malibu fire displayed risqué closed captioning.","ASP Article","TRUE"
"Rep. Cliff Stearns says U.N. Headquarters remodeling budget has doubled","'The cost for renovating the headquarters of the U.N. has doubled from the original estimate.'","Federal Budget","TRUE"
"Sen. Ted Cruz says the federal government thinks it has ‘authority to regulate our toilet seats’","'We have a federal government that thinks they have the authority to regulate our toilet seats.'","Consumer Safety,Corrections and Updates,Government regulation,Regulation,States,Supreme Court,Workers","TRUE"
"NJEA claims New Jersey public school students have best Advanced Placement scores in nation","Says 'New Jersey's public school students have the best Advanced Placement scores in the nation.'","Education","TRUE"
"Larry Pressler recalls role rejecting Abscam bribe in new campaign ad","'American Hustle shows the FBI making real-life bribes to Washington politicians. I know, because as your U.S. senator, I turned them down.'","Candidate Biography,Legal Issues","TRUE"
"Missing Girl: Gabrielle Dahm","A one-year-old girl named Gabrielle Dahm is missing from her home in Ft. Lauderdale, Florida.","ASP Article","TRUE"
"Bull Transported by Automobile","Photographs show a bull being transported in an automobile.","animals, ASP Article","TRUE"
"Trump Taps Outspoken Climate Denier To Oversee EPA Transition Team","President-elect Trump has selected a climate change skeptic to head the team in charge of the transition between Obama and Trump’s Environmental Protection Agencies.","donald trump, environmental protection agency, EPA, president-elect trump","TRUE"
"The 1990s? Good times","'The 1990s were a time of prosperity. We created more than 22-million new jobs, moved 8-million people out of poverty, and turned our economy around.'","Economy","TRUE"
"Republican presidential nominee hasn't won over women since 1988, says progressive pundit","'The Republican presidential nominee hasn’t won women since 1988.'","Women","TRUE"
"Mike Dovilla says tourism in Ohio accounts for 439,000 jobs as visitors spend $36 billion a year","'Tourism accounts for 439,000 jobs in the state of Ohio, and visitors spend $36 billion annually.'","Economy,Jobs,Tourism","TRUE"
"Has Portland won more national Constitution contests than any other city?","'The city of Portland has won more national Constitution contests than any city in America.'","Debates,Education","TRUE"
"Sen. Sherrod Brown says Republicans' refusal to confirm Richard Cordray to head consumer protection bureau was unprecedented","Richard Cordray’s nomination to head the Consumer Financial Protection Bureau marks the first time in Senate history 'that a political party has blocked a nomination of someone because they didn't like the construction of the agency.'","Consumer Safety,Financial Regulation,Government regulation","TRUE"
"Workman says Turner didn't vote in five consecutive GOP primaries","Says Holly Turner 'failed to vote in five straight Republican primaries.'","Elections","TRUE"
"Yes, small businesses account for 99% of all Wisconsin companies","'99.4% of businesses in Wisconsin are small businesses,' and they employ 'nearly half of our workforce.'","Economy,Small Business,Workers","TRUE"
"Did Christopher Columbus Seize, Sell, and Export Sex Slaves?","Christopher Columbus sold sex slaves — some as young as nine years old.","bartolome de las casas, christopher columbus, colonization, dominican republic, Haiti, hispaniola, taino","TRUE"
"Did ‘View’ Host Joy Behar Grab Robin Williams by the Crotch?","A 2006 photograph shows 'The View' host Joy Behar grabbing Robin Williams' crotch.","donald trump, joy behar, robin williams, sexual harassment, the view","TRUE"
"Paul Krugman says average unemployed worker has been jobless for nearly 40 weeks","'The average unemployed American has been out of work for almost 40 weeks.'","Economy,Jobs,Pundits","TRUE"
"John Gebhardt","Photograph shows a U.S. airman comforting an injured Iraqi child.","ASP Article","TRUE"
"Crist says violent crime decreased in past three years","'We are now seeing a decrease in violent crime.'","Crime","TRUE"
"Would Trump’s border wall cost the same as one and a half U.S. aircraft carriers?","The estimated price of President Trump’s border wall is the same as the cost of 'one and a half aircraft carriers.'","Federal Budget,Homeland Security,Immigration,Military","TRUE"
"Cent to College","An enterprising college student solicited one-cent donations to finance his education.","tuition","TRUE"
"Amazing Duck Story","Photographs show ducklings that survived a 10-foot jump from an office building in downtown Spokane.","animals, ASP Article","TRUE"
"Barack Obama in State of the Union says corporate profits are up over the past two years","'Two years after the worst recession most of us have ever known ... corporate profits are up.'","Corporations,Economy","TRUE"
"Nigeria’s economy: services drive GDP, but oil still dominates exports | Africa Check","“Oil still earns 90% of Nigeria’s foreign exchange”","economy, GDP, Oil","TRUE"
"Did Roseanne Barr Pose as Adolf Hitler for a Magazine Photo Shoot?","Roseanne Barr posed as Hitler for an issue of satirical Jewish magazine 'Heeb.'","adolf hitler, anti-semitism, roseanne barr","TRUE"
"Clinton and Obama differ on freeze","Hillary Clinton advocates 'a freeze on foreclosures. Barack Obama said no.'","Economy","TRUE"
"Public Broadcasting Cuts (2006)","Congressional recommendations currently under consideration would cut $115 million in federal funding for the Corporation for Public Broadcasting.","ASP Article, Petitions, The Arts","TRUE"
"Oregon House Republicans say Will Rasmussen was caught misstating his residency","Says Will Rasmussen falsely claimed he had lived in the West Linn district for about a year.","Candidate Biography,Ethics","TRUE"
"CVS Bans Religious Symbols","CVS pharmacy had an issue with an employee wearing ties bearing religious symbolism at one of their Virginia outlets.","ASP Article","TRUE"
"Is This ‘Before and After’ Image of an Earthquake-Damaged Alaskan Road Real?","Photographs show a severely earthquake-damaged road in Alaska that was repaired in just a few days.","alaska","TRUE"
"Hillary Clinton says in memoir that there's very little U.S. military presence in Africa","'The U.S. military footprint in Africa is nearly nonexistent.'","Foreign Policy,Military","TRUE"
"Department of Fish and Wildlife says there have been no wolf-related deaths in the Rockies","Says there have been no cases of wolves killing people in Rocky Mountain states.","Environment","TRUE"
"Alex Sink says controversial education bill is unfunded mandate for local schools","The Senate Republican education plan is an unfunded mandate for local school districts.","Education","TRUE"
"Weeding out the different effects of cannabis oil and marijuana","Unlike marijuana, medical cannabis oil cannot get you high.","Health Care,Marijuana,States","TRUE"
"Fire Hydrant Death","A pedestrian was killed by a flying fire hydrant.","ASP Article, freakish fatalities","TRUE"
"Donna Brazile Leaves CNN After Leaks Reveal Campaign Collusion","Donna Brazile was fired from CNN after leaked e-mails suggested she used her position to pass information to the Clinton campaign about upcoming appearances.","CNN, DNC, donna brazile, wikileaks","TRUE"
"Does Jon Ossoff Live Outside Georgia’s Sixth Congressional District?","Jon Ossoff is running to represent Georgia's sixth congressional district while living outside its boundaries.","georgia, Jon Ossoff, karen handel, president donald trump","TRUE"
"Did Sen. Pat Toomey say he wanted to eliminate all corporate taxes?","'Pat Toomey advocated for eliminating all corporate taxes.'","Taxes","TRUE"
"Marco Rubio says China is 'practicing how to blow up our satellites'","China is 'practicing how to blow up our satellites.'","China,Foreign Policy,Military,Space","TRUE"
"Rubio claims Social Security is upside down sooner than expected","'Just this week we received the news that for the first time Social Security is now paying out more in benefits than it's taking in. That was something that was supposed to happen in 2016.'","Social Security","TRUE"
"Bill White says most of Gov. Rick Perry's chiefs of staff have been lobbyists","Says most of Perry's chiefs of staff have been lobbyists.","Ethics","TRUE"
"Did a Hanukkah Flier Contain an Anti-Semitic Message?","A holiday shopping flier included an anti-Semitic message.","Hanukkah","TRUE"
"Viral Internet story says Mitt Romney helped locate missing teen daughter of Bain Capital partner","In July 1996, Mitt Romney helped locate the missing teenage daughter of a partner at Bain Capital.","Candidate Biography","TRUE"
"Tampon Tax","Feminine hygiene products are subject to sales tax in most states.","taxes","TRUE"
"Ethics budget cuts on par with Deal’s office","'[The state ethics commission] took absolutely the same percent of cuts as most other state agencies. … They were somewhere in the 7 percent range – same as the governor’s office.'","Ethics","TRUE"
"Trump: 43 million Americans on food stamps","'Forty-three million Americans are on food stamps.'","Welfare","TRUE"
"Did a Vermont Woman Post a Joke About Trump ‘Bringing Back Slavery’?","Heather Wick joked about having a slave as a maid in a January 2017 Facebook post.","controversy, facebook, racism, slavery","TRUE"
"True, but Hagee has since recanted","McCain sought the political support of minister John Hagee, 'who believes Hurricane Katrina was God's punishment for gay rights and called the Catholic Church 'the Antichrist' and a 'false cult.''","Religion","TRUE"
"Muslims Appointed to Department of Homeland Security?","Two Muslims hold positions in the U.S. Department of Homeland Security.","ASP Article","TRUE"
"Eric Cantor says benefits and salary for public employees are far higher than private sector","'If you look at the benefits and wages of recorded federal employees, they far outstrip the market rates of the private sector.'","Federal Budget,Jobs","TRUE"
"Hillary Clinton: Donald Trump wants to get rid of the federal minimum wage","Says Donald Trump 'wants to get rid of the federal minimum wage.'","Economy,Jobs,Labor,Poverty,States,Workers","TRUE"
"Elephant Love","A village in India learned the hard way not to interfere with the course of pachyderm True Love.","ASP Article, In The Gnus, Incredible Edibles","TRUE"
"Cuomo attacks Molinaro's record on shackling pregnant inmates","'He even supports putting a female inmate in shackles during childbirth.'","Criminal Justice,Voting Record","TRUE"
"How many guns are on the streets in the United States?","'There are 390 million guns out on the streets of a country of 329 million people.'","Guns,Public Safety","TRUE"
"Gingrich: States should consider alternatives to prisons to save money","Says 'some [states] with the largest reductions in crime have also lowered their prison population.'","Crime,Criminal Justice,State Budget","TRUE"
"Water Bridge","Photograph shows a water-channel bridge in Germany.","Architecture, ASP Article","TRUE"
"Baldwin hits target with claim about states and comprehensive protections for LGBTQ people","29 states still don’t have 'comprehensive protections' for people in the LGBTQ community.","Civil Rights,Gays and Lesbians,Human Rights,States","TRUE"
"CDC: Kissing and cuddling backyard chickens linked to salmonella infections","Caution: Kissing and cuddling chickens can be hazardous to your health.","Agriculture,Animals,Food Safety,Public Health,Urban","TRUE"
"Did Zara Sell ‘Concentration Camp’ Pajamas?","The Zara fashion chain offered children' pajamas resembling concentration camp uniforms.","concentration camps, holocaust, zara","TRUE"
"Prayer Request: Matt Maupin","E-mail requests prayers for Matt Maupin, a U.S. soldier killed in Iraq.","ASP Article, Prayer Requests","TRUE"
"Tulsi Gabbard is right: Citizenship denials are higher for military applicants compared to civilians","Says immigrant military service members applying for U.S. citizenship 'are getting rejected at higher numbers than those who are not veterans.'","Immigration,Veterans","TRUE"
"State Rep. Marty Kiar says teachers in Georgia earn $6,000 more than Florida","'You can go to Georgia and make about $6,000 more a year as a teacher.'","Education","TRUE"
"Did Clifford Walker Say at a 1924 KKK Rally That He Would Build a ‘Wall of Steel’ Against Immigrants?","Georgia Gov. Clifford Walker said at a 1924 Ku Klux Klan meeting that  he'd 'build a wall of steel' against immigrants.","border wall, donald trump, federal government shutdown","TRUE"
"Cleveland Foodbank exec Anne Goodman says food stamp growth lagged the rise in unemployment","Says food stamp growth, while high, lagged the rise in unemployment.","Economy,Poverty","TRUE"
"Free Long John Silver Shrimp","Long John Silver’s restaurants will be giving away free Giant Shrimp on 10 May 2004.","ASP Article, something for nothing","TRUE"
"Six in 10 Americans back federal money for Planned Parenthood, Wisconsin Democrat Gwen Moore says","'60 percent of all Americans do not want to see Planned Parenthood defunded.'","Abortion,Federal Budget,Health Care,Polls and Public Opinion,Public Health,Women","TRUE"
"DNC ad says Mitt Romney flip-flopped on taxpayer pledge","Says Mitt Romney flip-flopped on a taxpayer protection pledge.","Message Machine 2012,Taxes","TRUE"
"David Miliband on the link between jobs, immigration and Brexit","'The major immigration issue was about Poles, and Bulgarians, and Romanians,' and that they weren’t contributing economically. 'The unemployment rate among Poles in Britain is lower than the unemployment rate among Brits.'","Economy,Immigration,Jobs","TRUE"
"Was a Weapon Advertised For Its Ability to Fit in a Backpack?","An arms dealer advertised a weapon for its ability to fit into a small backpack.","2nd amendment, gun rights, guns, national rifle association, nra, parkland shooting","TRUE"
"Can Hurricane Victims Delay Their Mortgage Payments?","Homeowners affected by hurricanes are allowed, under certain circumstances, to delay their mortgage payments.","florida, hurricane harvey, hurricane irma, texas","TRUE"
"Brent Rathgeber: “The current ministry has swelled to 39 members, by far the largest cabinet in the democratic world."""" - FactsCanada","Brent Rathgeber: “The current ministry has swelled to 39 members, by far the largest cabinet in the democratic world.' - FactsCanada","Brent Rathgeber, Government business, Ind","TRUE"
"Can the 25th Amendment Prevent a Trump Presidency?","Congress could declare Donald Trump unfit to govern, thereby preventing him from becoming president.","congress, donald trump, keith olbermann","TRUE"
"More state abortion restrictions were enacted in last 3 years than previous decade, Sen. Patty Murray says","In the past three years, state legislatures have 'enacted more of these restrictions (on abortion) than in the previous 10 years combined.'","Abortion,Health Care,Women","TRUE"
"John Kerry Swears","Senator John Kerry referred to a Secret Service agent as a “son of a bitch.”","ASP Article, john kerry","TRUE"
"Dec. 11 Memorial","The President of the United States of America has asked the nations of the world to mark December 11 2001 with expressions of remembrance of the September 11 attacks.","ASP Article","TRUE"
"Joe Straus accurately says Texas growing twice as fast as rest of nation","'Texas is growing twice as fast as the rest of the country.'","Population","TRUE"
"Maybe he had a lunch date?","'Obama Skips Out On Condemning Left-Wing Attacks On Gen. Petraeus Despite Casting Other 'Important Votes' Earlier And Later In The Day.'","Iraq","TRUE"
"R.I. among states with strongest gun-control laws","'Let’s start with the premise that Rhode Island already has one of the 10 strictest [gun laws] amongst all the states.'","Guns","TRUE"
"NJEA ad claims politicians cut more than $1 billion from education","'Trenton politicians cut $1.3 billion from education.'","Education,State Budget,State Finances","TRUE"
"Can Veterans Shop Online at Military Exchange Stores?","Military veterans who received honorable discharges are eligible to shop online at military exchanges.","Army and Air Force Exchange Service, Defense Department, Tom Shull","TRUE"
"Yes, China is Kenya’s biggest trading partner - but it’s not a balanced trade | Africa Check","China is Kenya’s number one trading partner.","development, economy, trade","TRUE"
"Mrs. James Brown Claims Diplomatic Immunity","Mrs. James Brown once tried to beat traffic charges by claiming she was entitled to diplomatic immunity for being married to the “ambassador of soul.”","ASP Article, I Fought The Law","TRUE"
"Tim Kaine correct about how poorly U.S. fares in percentage of women lawmakers","'In Congress right now, we're doing the best job we have ever done in women in the federal legislature,' but it’s still only '19 percent.'","Women","TRUE"
"Finnegan the Squirrel","Photographs show Finnegan, a squirrel adopted into a litter of puppies.","animals, ASP Article","TRUE"
"The Boy Who Harnessed the Wind","Based on information he learned from library books, school drop-out William Kamkwamba built a windmill out of scrap parts and brought electricity to his village in Malawia.","william kamkwamba","TRUE"
"Boston Marathon Bombing: Carlos Arredondo","Carlos Arredondo lost a son  in Iraq and another to suicide.","ASP Article, Audi R8","TRUE"
"Michele Bachmann says gasoline cost $1.79 a gallon when Barack Obama took office","'The day President Obama took office, gasoline was $1.79 a gallon.'","Economy,Energy,Gas Prices","TRUE"
"Kaine correct that Stewart skipped board meeting to campaign for Roy Moore","'In December of 2017, the Prince William board of supervisors had a meeting ... (Corey Stewart) skipped that meeting to go campaign in Alabama for Roy Moore to be a U.S. senator … You haven't disavowed Roy Moore's name yet.'","County Government,Elections,Ethics","TRUE"
"New York has more private sector jobs than ever before","'We created 800,000 new jobs, we cut the unemployment rate almost in half and today New York State has more private sector jobs than it has ever had in its history'","Jobs","TRUE"
"Cory Booker says U.S. military spending is greater than the next 10-12 countries combined","Says 'right now, we have more military spending than the next 10, 11, 12 countries combined.'","Federal Budget,Military","TRUE"
"Has California really created more than 2 million jobs since 2011?","'2.1 million jobs have been created in the last six or seven years' in California","Jobs","TRUE"
"Died Onstage","Several actors have kicked the bucket in front of an audience.","died onstage, freakish fatalities, Radio & TV, Television","TRUE"
"McCain switched on tax cuts","'Senator McCain voted against the Bush tax cuts. Now he's for them.'","Taxes","TRUE"
"Missouri ranks toward the bottom of higher education funding","'Missouri ranks 45th in the nation in per capita state fiscal support for higher education and Missouri State is last among Missouri schools.'","Education,State Budget","TRUE"
"History supports McCain's stance on waterboarding","' ... following World War II war crime trials were convened. The Japanese were tried and convicted and hung for war crimes committed against American POWs. Among those charges for which they were convicted was waterboarding.'","History","TRUE"
"Kelly Ayotte compares size of federal deficit, baseball salaries","The deficit this year could pay 'all of the 2013 salaries of every professional baseball player for the next 248 years.'","Baseball,Deficit","TRUE"
"Seat 29E","Airline passenger’s in-flight comments describe disadvantages of being seated directly across from the plane’s lavatory.","Air Apparent, ASP Article","TRUE"
"Nigeria’s economy: services drive GDP, but oil still dominates exports | Africa Check","Two claims on Nigeria’s economy","economy, GDP, Oil","TRUE"
"Claims that the CBO predicts cap-and-trade will cost about as much as a stamp a day","Says the Congressional Budget Office estimates a cap-and-trade program would cost the average family the equivalent of 'a postage stamp a day.'","Energy,Environment","TRUE"
"Did a Radio Host Tweet About Sodomizing a Parkland Survivor With a ‘Hot Poker’?","Jamie Allman tweeted about sodomizing Parkland shooting survivor and activist David Hogg with a hot poker.","David Hogg, media, parkland, parkland shooting","TRUE"
"Alan Grayson says state GOP smells worse than a rotting carcass","'On the day that (the Republican) state leader resigned in disgrace, a ‘Shred-It' truck rolled up to Republican headquarters.'","Candidate Biography","TRUE"
"Largest Re-Enlistment Ceremony Ever","Photographs show a mass re-enlistment ceremony held in Iraq on the Fourth of July in 2008.","enlistment, iraq","TRUE"
"U.S. Attorney General Eric Holder says more voters were registered at Rhode Island social services agencies after a lawsuit against the state than in the prior two years","'After filing a lawsuit in Rhode Island, we reached an agreement with state agencies that resulted in more voters being registered in the first full month after our lawsuit than in the entire previous two-year reporting period.'","Civil Rights,Elections,Legal Issues","TRUE"
"Fitzgerald: Wisconsin legislators would have to give up the same amount of pay as other state employees","'Every (Wisconsin) legislator that votes for this bill' will have to 'give up the same amount of pay' as other state employees.","Labor,State Budget","TRUE"
"Macy’s, other retailers asked Rick Perry to veto equal-pay measure","'Macy's sent a letter to Rick Perry urging him to veto' equal pay bill.","Income,Legal Issues,Workers","TRUE"
"Does the Honey Browser Extension Work?","The browser extension Honey provides coupons for online shoppers and enables consumers to accrue purchase rebates.","browser, coupons, honey, plug-ins","TRUE"
"Colbert claims Justice John Paul Stevens is the last Protestant on the Supreme Court","John Paul Stevens is the only Protestant on the U.S. Supreme Court.","Religion,Supreme Court,The Colbert Report","TRUE"
"Carly Fiorina says her campaign has more cash on hand than John Kasich and Chris Christie combined","Says she 'is 6th in hard dollars raised and has more cash on hand than Governors (John) Kasich and (Chris) Christie combined.'","Campaign Finance","TRUE"
"RNC chair Michael Steele says Republican victory in Hawaii boosts GOP chances","In Hawaii, 'they don't have a history of throwing incumbents out of office.'","Elections,This Week - ABC News","TRUE"
"Licht says proposed fees for R.I. state beaches are still less than fees at some municipal beaches","Proposed fees for Rhode Island beaches will still be 'less than some of the town beaches.'","Recreation,State Budget","TRUE"
"Rauner consistent from the start on his pro-choice views","'I personally am pro-choice. I always have been. And I made no qualms about that when I was elected governor.'","Abortion,Health Care,Medicaid","TRUE"
"Spokeo","Your personal information may be viewable through the Spokeo web site.","ASP Article, internet","TRUE"
"Did a Mother’s Hugs Bring Her Dead Son Back to Life?","A newborn child declared dead revived after being placed on his mother's chest.","miracles","TRUE"
"Durbin correct that convicted terrorists are in federal prisons","'The reality is, we are holding some of the most dangerous terrorists in the world right now in our federal prisons, including the mastermind of the 1993 World Trade Center bombing, the 'shoe bomber,' the 'Unabomber,' and many others.'","Terrorism","TRUE"
"Sen. Sheldon Whitehouse says there are more U.S. jobs in solar industry than coal mining","'There are already more American jobs in the solar industry than in coal mining.'","Climate Change,Energy,Environment,Jobs","TRUE"
"Does West Virginia have more overdoses than any state?","West Virginia 'has the highest overdose rate per capita of any state in our nation.'","Drugs,Public Health","TRUE"
"Wisconsin Supreme Court Justice Patience Roggensack says she has bipartisan support from sheriffs","Says she has bipartisan support, including '53 sheriffs throughout the state, Democrats and Republicans.'","Elections","TRUE"
"Walking on Beautiful Clean Ice in Slovakian Mountains","A video shows two hikers walking on a lake of crystal clear ice.","Natural Phenomena","TRUE"
"Peter MacKay: """"Sexual violence and exploitation of children unfortunately is on the rise."""" - FactsCanada","Peter MacKay: 'Sexual violence and exploitation of children unfortunately is on the rise.' - FactsCanada","CPC, Peter MacKay, Safety","TRUE"
"Have gun-related homicides, other serious crimes decreased dramatically in the last 20 years?","'Over the past twenty years, the number of homicides committed with a firearm in the United States has decreased by nearly 40 percent. The number of other crimes involving the use of a firearm has also plummeted, declining by nearly 70 percent.'","Crime,Guns","TRUE"
"Pete Gallego says 97 percent of food stamp benefits reach eligible Americans in appropriate amounts","Says 97 percent of food stamp benefits 'are paid in the proper amounts to people who are really eligible.'","Agriculture,Poverty","TRUE"
"North Carolina lawmaker points out shrinking gap in high-school graduation rates","'Since 2011, the gap in high school graduation rates between African-American students and all students has been cut in half, from 6.4 percent to 3.1 percent.'","Education","TRUE"
"Carter scores well with claim about teacher cuts","'Since 2009, Georgia's public schools have lost nearly 9,000 classroom teachers while the number of students has gone up.'","Education","TRUE"
"Wisconsin Quarter Error","Some new Wisconsin quarters contain a printing error that makes them especially valuable.","ASP Article, Funny Money","TRUE"
"Man Looks Like Mountain?","A photograph shows a man on a beach near a mountain that resembles his outline.","funny, japan, Nekosaki Peninsula","TRUE"
"Ohio Democratic Party touts 850,000 Buckeye State jobs tied to the auto industry","There are '850,000 Ohio jobs tied to the auto industry.'","Economy,Elections,Jobs","TRUE"
"Delta broke promises to Memphis says Congressman Cohen","Says Delta Air Lines has 'once again broken a promise they made to me and to the people of Memphis.'","Government regulation,Regulation","TRUE"
"Kenya's 2019 budget speech: do finance minister’s numbers add up? | Africa Check","Seven claims on Kenya’s economy.","economy, GDP, salary, tender","TRUE"
"We should all be so poor","Biden is 'one of the least wealthy members of the U.S. Senate.'","Candidate Biography","TRUE"
"Fear the Grim Arabic Tote Bag","A tote bag bears a slogan poking fun at people who fear Arabic writing.","arabic, Humor, jokes","TRUE"
"Did Jon Voight Urge Americans to ‘Fight for Donald Trump’?","Jon Voight once said 'I pray all Americans who have seen and felt the meltdown of America with the Obama years, to please fight for Donald Trump'","2016 election, donald trump","TRUE"
"Bill Clinton: We had the lowest net worth of any president entering office since Harry Truman","'When we moved into the White House, we had the lowest net worth of any family since Harry Truman.'","Wealth","TRUE"
"Sherrod Brown touts job growth during Clinton presidency vs. Bush’s jobs record","Twenty-two million jobs were created during Clinton’s two terms but only 3 million during Bush’s.","Bush Administration,Economy","TRUE"
"Do only 18 percent of Portland elementary schools offer art compared to 83 percent nationally?","Says 'only 18 percent of Portland elementary schools have art instruction compared to 83 percent nationally.'","Education","TRUE"
"Steve Lonegan claims he could be the first Republican elected in New Jersey to the Senate in four decades","'I would be the first Republican senator elected in New Jersey in 41 years.'","Congress,Elections","TRUE"
